time,voc_message
1765291687503699755,Temp: 30.46 °C  Hum: 62.98%  VOC: 27.83 kΩ
1765291688872815480,Temp: 30.46 °C  Hum: 62.99%  VOC: 28.36 kΩ
1765291690241888946,Temp: 30.46 °C  Hum: 62.98%  VOC: 28.91 kΩ
1765291691610634617,Temp: 30.46 °C  Hum: 63.00%  VOC: 29.36 kΩ
1765291692979576398,Temp: 30.46 °C  Hum: 62.98%  VOC: 29.61 kΩ
1765291694348451772,Temp: 30.46 °C  Hum: 63.00%  VOC: 30.17 kΩ
1765291695717844477,Temp: 30.46 °C  Hum: 63.00%  VOC: 30.32 kΩ
1765291697086871295,Temp: 30.46 °C  Hum: 63.00%  VOC: 30.57 kΩ
1765291698456244094,Temp: 30.46 °C  Hum: 63.00%  VOC: 30.84 kΩ
1765291699824815339,Temp: 30.46 °C  Hum: 63.01%  VOC: 31.16 kΩ
1765291701193617380,Temp: 30.46 °C  Hum: 63.01%  VOC: 31.59 kΩ
1765291702562913456,Temp: 30.46 °C  Hum: 63.00%  VOC: 31.78 kΩ
1765291703932154366,Temp: 30.46 °C  Hum: 63.00%  VOC: 31.83 kΩ
1765291705301030703,Temp: 30.47 °C  Hum: 62.99%  VOC: 32.23 kΩ
1765291706670216947,Temp: 30.47 °C  Hum: 63.00%  VOC: 32.23 kΩ
1765291708039220357,Temp: 30.47 °C  Hum: 63.00%  VOC: 32.10 kΩ
1765291709407850658,Temp: 30.47 °C  Hum: 62.99%  VOC: 31.98 kΩ
1765291710777364622,Temp: 30.47 °C  Hum: 63.01%  VOC: 31.98 kΩ
1765291712146388866,Temp: 30.48 °C  Hum: 63.00%  VOC: 31.86 kΩ
1765291713515681387,Temp: 30.48 °C  Hum: 63.00%  VOC: 31.93 kΩ
1765291714884314447,Temp: 30.48 °C  Hum: 63.01%  VOC: 32.03 kΩ
1765291716253152173,Temp: 30.48 °C  Hum: 63.00%  VOC: 32.13 kΩ
1765291717622149343,Temp: 30.48 °C  Hum: 63.00%  VOC: 32.58 kΩ
1765291718991438105,Temp: 30.48 °C  Hum: 62.97%  VOC: 32.84 kΩ
1765291720361438475,Temp: 30.48 °C  Hum: 62.96%  VOC: 33.36 kΩ
1765291721729998479,Temp: 30.48 °C  Hum: 62.94%  VOC: 33.69 kΩ
1765291723098577855,Temp: 30.48 °C  Hum: 62.94%  VOC: 34.05 kΩ
1765291724467462432,Temp: 30.48 °C  Hum: 62.93%  VOC: 34.44 kΩ
