time,voc_message
1765296881551554697,Temp: 30.85 °C  Hum: 64.86%  VOC: 98.90 kΩ
1765296882919984295,Temp: 30.85 °C  Hum: 64.85%  VOC: 98.96 kΩ
1765296884289188520,Temp: 30.85 °C  Hum: 64.84%  VOC: 98.72 kΩ
1765296885658048931,Temp: 30.85 °C  Hum: 64.84%  VOC: 99.14 kΩ
1765296887026841250,Temp: 30.85 °C  Hum: 64.84%  VOC: 98.49 kΩ
1765296888395945642,Temp: 30.86 °C  Hum: 64.84%  VOC: 98.02 kΩ
1765296889765168626,Temp: 30.86 °C  Hum: 64.85%  VOC: 98.14 kΩ
1765296891134307406,Temp: 30.86 °C  Hum: 64.84%  VOC: 98.08 kΩ
1765296892503294725,Temp: 30.86 °C  Hum: 64.83%  VOC: 98.43 kΩ
1765296893872305191,Temp: 30.86 °C  Hum: 64.83%  VOC: 98.14 kΩ
1765296895240810900,Temp: 30.87 °C  Hum: 64.81%  VOC: 98.31 kΩ
1765296896610126587,Temp: 30.87 °C  Hum: 64.82%  VOC: 97.74 kΩ
1765296897978939499,Temp: 30.87 °C  Hum: 64.81%  VOC: 95.65 kΩ
1765296899348022076,Temp: 30.87 °C  Hum: 64.82%  VOC: 7.52 kΩ
1765296900717097801,Temp: 30.87 °C  Hum: 64.82%  VOC: 5.10 kΩ
1765296902086333248,Temp: 30.87 °C  Hum: 64.81%  VOC: 5.41 kΩ
1765296903459014514,Temp: 30.87 °C  Hum: 64.85%  VOC: 6.82 kΩ
1765296904825110974,Temp: 30.87 °C  Hum: 64.89%  VOC: 7.48 kΩ
1765296906193195351,Temp: 30.87 °C  Hum: 64.91%  VOC: 7.70 kΩ
1765296907563294480,Temp: 30.88 °C  Hum: 64.97%  VOC: 8.50 kΩ
1765296908931310191,Temp: 30.88 °C  Hum: 65.02%  VOC: 9.99 kΩ
1765296910300422731,Temp: 30.88 °C  Hum: 65.02%  VOC: 10.98 kΩ
1765296911669175143,Temp: 30.88 °C  Hum: 65.03%  VOC: 11.69 kΩ
1765296913038442830,Temp: 30.88 °C  Hum: 65.04%  VOC: 11.69 kΩ
1765296914407313112,Temp: 30.88 °C  Hum: 65.02%  VOC: 11.91 kΩ
1765296915776836502,Temp: 30.88 °C  Hum: 65.00%  VOC: 11.75 kΩ
1765296917145866190,Temp: 30.88 °C  Hum: 64.99%  VOC: 11.94 kΩ
1765296918514555788,Temp: 30.88 °C  Hum: 64.97%  VOC: 12.36 kΩ
1765296919883064830,Temp: 30.88 °C  Hum: 64.95%  VOC: 12.53 kΩ
1765296921252258147,Temp: 30.88 °C  Hum: 64.94%  VOC: 13.38 kΩ
1765296922621208336,Temp: 30.88 °C  Hum: 64.94%  VOC: 14.39 kΩ
1765296923990502561,Temp: 30.88 °C  Hum: 64.92%  VOC: 14.80 kΩ
1765296925359787655,Temp: 30.88 °C  Hum: 64.92%  VOC: 14.97 kΩ
1765296926728859177,Temp: 30.88 °C  Hum: 64.90%  VOC: 15.46 kΩ
1765296928097625218,Temp: 30.88 °C  Hum: 64.88%  VOC: 16.38 kΩ
1765296929466786166,Temp: 30.88 °C  Hum: 64.87%  VOC: 16.69 kΩ
1765296930835778410,Temp: 30.89 °C  Hum: 64.87%  VOC: 17.27 kΩ
1765296932204641173,Temp: 30.89 °C  Hum: 64.85%  VOC: 17.93 kΩ
1765296933573742898,Temp: 30.89 °C  Hum: 64.84%  VOC: 18.01 kΩ
1765296934943345825,Temp: 30.89 °C  Hum: 64.83%  VOC: 17.73 kΩ
1765296936311604072,Temp: 30.89 °C  Hum: 64.82%  VOC: 17.45 kΩ
1765296937680825408,Temp: 30.89 °C  Hum: 64.82%  VOC: 17.37 kΩ
1765296939049995633,Temp: 30.89 °C  Hum: 64.80%  VOC: 17.42 kΩ
1765296940418918562,Temp: 30.89 °C  Hum: 64.79%  VOC: 17.25 kΩ
1765296941787727678,Temp: 30.90 °C  Hum: 64.81%  VOC: 17.35 kΩ
1765296943157489178,Temp: 30.90 °C  Hum: 64.80%  VOC: 17.45 kΩ
1765296944525388575,Temp: 30.90 °C  Hum: 64.78%  VOC: 17.42 kΩ
1765296945894561374,Temp: 30.90 °C  Hum: 64.79%  VOC: 17.40 kΩ
